"pseudo_id","Date","Total.ST.min","Social.ST.min","Pickups","is_weekday","Daily_Prop_Social_ST","Daily_Duration_Per_Use","Treatment","workmate","X2: academic talk","non-academic","pets","sex","age","cousre credit","country degree","job","siblings","apps","devices","procrastination score","team","BMI","compliance","is_intervention"
3128,2024-02-21,457,371,81,1,0.811816192560175,5.64197530864198,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
3128,2024-02-22,470,280,97,1,0.595744680851064,4.84536082474227,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
3128,2024-02-23,438,296,119,1,0.675799086757991,3.68067226890756,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
3128,2024-02-24,640,532,88,1,0.83125,7.27272727272727,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
3128,2024-02-25,653,565,92,0,0.865237366003063,7.09782608695652,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
3128,2024-02-26,860,590,91,0,0.686046511627907,9.45054945054945,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
3128,2024-02-27,551,203,64,1,0.368421052631579,8.609375,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
3128,2024-02-28,444,336,78,1,0.756756756756757,5.69230769230769,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
3128,2024-02-29,461,171,53,1,0.370932754880694,8.69811320754717,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
3128,2024-03-01,381,137,81,1,0.359580052493438,4.7037037037037,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
3128,2024-03-02,302,96,75,1,0.317880794701987,4.02666666666667,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
3128,2024-03-03,438,198,83,0,0.452054794520548,5.27710843373494,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
3128,2024-03-04,371,254,116,0,0.684636118598383,3.19827586206897,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
3128,2024-03-05,380,187,114,1,0.492105263157895,3.33333333333333,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
3128,2024-03-06,383,216,288,1,0.563968668407311,1.32986111111111,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
3128,2024-03-07,503,294,318,1,0.584493041749503,1.58176100628931,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
3128,2024-03-08,391,215,297,1,0.549872122762148,1.31649831649832,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
3128,2024-03-09,182,78,117,1,0.428571428571429,1.55555555555556,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
3128,2024-03-10,91,54,72,0,0.593406593406593,1.26388888888889,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
3128,2024-03-11,228,99,143,0,0.43421052631579,1.59440559440559,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
3128,2024-03-12,183,85,160,1,0.46448087431694,1.14375,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
3128,2024-03-13,458,278,296,1,0.606986899563319,1.5472972972973,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
3128,2024-03-14,701,308,325,1,0.439372325249643,2.15692307692308,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
3128,2024-03-15,189,32,50,1,0.169312169312169,3.78,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
3128,2024-03-16,173,52,32,1,0.300578034682081,5.40625,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
3128,2024-03-17,204,77,60,0,0.377450980392157,3.4,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
3128,2024-03-18,211,93,65,0,0.440758293838863,3.24615384615385,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
3128,2024-03-19,429,234,172,1,0.545454545454546,2.49418604651163,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
3128,2024-03-20,341,217,178,1,0.636363636363636,1.91573033707865,"A",2,2,2,"0","1",23,14.5,0,0,0,4,5,45,"04W04",NA,NA,0
